link,name,organization,date,location,killed,type_of_death,
https://cpj.org/data/people/jamshed-davliyatmamatov/,Jamshed Davliyatmamatov,Khovar Information Agency,"December, 1992",Tajikistan,Killed,Murder,
https://cpj.org/data/people/jan-kuciak/,Ján Kuciak,Aktuality,"February 21, 2018",Slovakia,Killed,Murder,
https://cpj.org/data/people/janullah-hashimzada/,Janullah Hashimzada,freelance,"August 24, 2009",Pakistan,Killed,Murder,
https://cpj.org/data/people/jaroslaw-zietara/,Jarosław Ziętara,Gazeta Poznańska,"Disappeared September 1, 1992",Poland,Killed,Murder,
https://cpj.org/data/people/jaruek-rangcharoen/,Jaruek Rangcharoen,Matichon,"September 27, 2008",Thailand,Killed,Murder,
https://cpj.org/data/people/jassim-al-batat/,Jassim al-Batat,Al-Nakhil TV and Radio,"April 25, 2008",Iraq,Killed,Murder,
https://cpj.org/data/people/javed-ahmed-mir/,Javed Ahmed Mir,Channel 9,"August 13, 2008",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/javed-khan/,Javed Khan,Markaz and DM Digital TV,"July 3, 2007",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/javed-naseer-rind/,Javed Naseer Rind,Daily Tawar,November 2011,Pakistan,Killed,Murder,
https://cpj.org/data/people/javier-valdez-cardenas/,Javier Valdez Cárdenas,"Ríodoce,La Jornada","May 15, 2017",Mexico,Killed,Murder,
https://cpj.org/data/people/jean-cabut-cabu/,Jean Cabut (Cabu),Charlie Hebdo,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/jean-helene/,Jean Hélène,Radio France Internationale,"October 21, 2003",Ivory Coast,Killed,Murder,
https://cpj.org/data/people/jean-leopold-dominique/,Jean Léopold Dominique,Radio Haïti Inter,"April 3, 2000",Haiti,Killed,Murder,
https://cpj.org/data/people/jean-claude-jumel/,Jean-Claude Jumel,TF-1,"June 18, 1993",Somalia,Killed,Crossfire,
https://cpj.org/data/people/jean-leonard-rugambage/,Jean-Léonard Rugambage,Umuvugizi,"June 26, 2010",Rwanda,Killed,Murder,
https://cpj.org/data/people/jean-remy-badio/,Jean-Rémy Badio,freelance,"January 19, 2007",Haiti,Killed,Murder,
https://cpj.org/data/people/jefferson-pureza-lopes/,Jefferson Pureza Lopes,Beira Rio FM,"January 17, 2018",Brazil,Killed,Murder,
https://cpj.org/data/people/jenner-j-c-cole/,"Jenner ""J.C."" Cole",SKY-FM,"January 9, 1999",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/jepon-cadagdagon/,Jepon Cadagdagon,Saksi News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/jeremy-little/,Jeremy Little,NBC News,"July 6, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/jerges-mahmood-mohamad-suleiman/,Jerges Mahmood Mohamad Suleiman,Nineveh TV,"May 31, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/jeroen-oerlemans/,Jeroen Oerlemans,Freelance,"October 2, 2016",Libya,Killed,Crossfire,
https://cpj.org/data/people/jesse-medina-parra/,Jessé Medina Parra,El Fogonazo,"January 28, 1994",Colombia,Killed,Murder,
https://cpj.org/data/people/jesus-abel-bueno-leon/,Jesús Abel Bueno León,7 Días,"May 22, 1997",Mexico,Killed,Murder,
https://cpj.org/data/people/jesus-malabanan/,Jesus Malabanan,"Manila Standard,Manila Times,Bandera","December 8, 2021",Philippines,Killed,Murder,
https://cpj.org/data/people/jhoy-duhay/,Jhoy Duhay,Gold Star Daily,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/jihad-jamal/,Jihad Jamal,Freelance,"November 2, 2016",Syria,Killed,Unknown,
https://cpj.org/data/people/jimmy-higenyi/,Jimmy Higenyi,United Media Consultants and Trainers,"January 12, 2002",Uganda,Killed,Dangerous Assignment,
https://cpj.org/data/people/joao-alberto-ferreira-souto/,Joao Alberto Ferreira Souto,Jornal do Estado,"February 19, 1994",Brazil,Killed,Murder,
https://cpj.org/data/people/joao-miranda-do-carmo/,João Miranda do Carmo,SAD Sem Censura,"July 24, 2016",Brazil,Killed,Murder,
https://cpj.org/data/people/joaquin-briones/,Joaquin Briones,Remate,"March 13, 2017",Philippines,Killed,Murder,
https://cpj.org/data/people/joas-dignos/,Joas Dignos,DXGT Radio,"November 29, 2013",Philippines,Killed,Murder,
https://cpj.org/data/people/jobert-bercasio/,Jobert Bercasio,Balangibog,"September 14, 2020",Philippines,Killed,Murder,
https://cpj.org/data/people/jochen-piest/,Jochen Piest,Stern,"January 10, 1995",Russia,Killed,Crossfire,
https://cpj.org/data/people/joel-mumbere-musavuli/,Joël Mumbere Musavuli,Radio Télévision Communautaire de Babombi,"August 13, 2021",Democratic Republic of the Congo,Killed,Murder,
https://cpj.org/data/people/joel-parcon/,Joel Parcon,Prontiera News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/joey-llana/,Joey Llana,Home Radio Legazpi,"July 20, 2018",Philippines,Killed,Murder,
https://cpj.org/data/people/johanne-sutton/,Johanne Sutton,Radio France Internationale,"November 11, 2001",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/john-caniban/,John Caniban,Periodico Ini,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/john-kituyi/,John Kituyi,Mirror Weekly,"April 30, 2015",Kenya,Killed,Murder,
https://cpj.org/data/people/john-mcnamara/,John McNamara,Capital Gazette,"June 28, 2018",USA,Killed,Murder,
https://cpj.org/data/people/john-schofield/,John Schofield,BBC,"August 9, 1995",Croatia,Killed,Crossfire,
https://cpj.org/data/people/john-wesley-amady/,John Wesley Amady,Radio Écoute FM,"January 6, 2022",Haiti,Killed,Murder,
https://cpj.org/data/people/jojo-trajano/,Jojo Trajano,Remate,"June 3, 2009",Philippines,Killed,Dangerous Assignment,
https://cpj.org/data/people/jolito-evardo/,Jolito Evardo,UNTV,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/jomaa-al-ahmad-abu-al-nour-al-halabi/,Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Shahba Press Agency,"October 27, 2015",Syria,Killed,Crossfire,
https://cpj.org/data/people/jordi-pujol/,Jordi Pujol,Avui,"May 17, 1992",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/jorge-aguirre/,Jorge Aguirre,Cadena Capriles (El Mundo),"April 5, 2006",Venezuela,Killed,Murder,
https://cpj.org/data/people/jorge-celestino-ruiz-vazquez/,Jorge Celestino Ruiz Vázquez,El Gráfico,"August 2, 2019",Mexico,Killed,Murder,
https://cpj.org/data/people/jorge-enrique-urbano-sanchez/,Jorge Enrique Urbano Sánchez,Mar Estéreo,"July 8, 2001",Colombia,Killed,Murder,
https://cpj.org/data/people/jorge-ibrain-tortoza-cruz/,Jorge Ibraín Tortoza Cruz,2001,"April 11, 2002",Venezuela,Killed,Dangerous Assignment,
https://cpj.org/data/people/jorge-luis-marroquin-sagastume/,Jorge Luis Marroquín Sagastume,Sol Chortí,"June 5, 1997",Guatemala,Killed,Murder,
https://cpj.org/data/people/jorge-martin-dorantes/,Jorge Martín Dorantes,El Crucero,"June 6, 1994",Mexico,Killed,Murder,
https://cpj.org/data/people/jorge-miguel-armenta-avalos/,Jorge Miguel Armenta Ávalos,"Última Palabra,Medios Obson","May 16, 2020",Mexico,Killed,Murder,
https://cpj.org/data/people/jorge-mynor-alegria-armendariz/,Jorge Mynor Alegría Armendáriz,Radio Amatique,"September 5, 2001",Guatemala,Killed,Murder,
https://cpj.org/data/people/jose-abelardo-liz/,José Abelardo Liz,Nación Nasa,"August 13, 2020",Colombia,Killed,Dangerous Assignment,
https://cpj.org/data/people/jose-agustin-silvestre-de-los-santos/,José Agustín Silvestre de los Santos,"La Voz de la Verdad, Caña TV","August 2, 2011",Dominican Republic,Killed,Murder,
https://cpj.org/data/people/jose-armando-rodriguez-carreon/,José Armando Rodríguez Carreón,El Diario de Ciudad Juárez,"November 13, 2008",Mexico,Killed,Murder,
https://cpj.org/data/people/jose-candido-de-amorim-filho/,José Cândido de Amorim Filho,Rádio Alternativa,"July 1, 2005",Brazil,Killed,Murder,
https://cpj.org/data/people/jose-carlos-araujo/,José Carlos Araújo,Rádio Timbaúba FM,"April 24, 2004",Brazil,Killed,Murder,
https://cpj.org/data/people/jose-carlos-mesquita/,José Carlos Mesquita,TV Ouro Verde,"March 10, 1998",Brazil,Killed,Murder,
https://cpj.org/data/people/jose-couso/,José Couso,Telecinco,"April 8, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/jose-duviel-vasquez-arias/,José Duviel Vásquez Arias,La Voz de la Selva,"July 6, 2001",Colombia,Killed,Murder,
https://cpj.org/data/people/jose-emeterio-rivas/,José Emeterio Rivas,Radio Calor Estéreo,"April 6, 2003",Colombia,Killed,Murder,
https://cpj.org/data/people/jose-everardo-aguilar/,José Everardo Aguilar,Radio Súper and Bolívar Estéreo,"April 29, 2009",Colombia,Killed,Murder,
https://cpj.org/data/people/jose-luis-cabezas/,José Luis Cabezas,Noticias,"January 25, 1997",Argentina,Killed,Murder,
https://cpj.org/data/people/jose-luis-lopez-de-la-calle/,José Luis López de la Calle,El Mundo,"May 7, 2000",Spain,Killed,Murder,
https://cpj.org/data/people/jose-luis-ortega-mata/,José Luis Ortega Mata,Semanario de Ojinaga,"February 19, 2001",Mexico,Killed,Murder,
https://cpj.org/data/people/jose-manuel/,Jose Manuel,Benguela Province Radio,"May 1, 1993",Angola,Killed,Murder,
https://cpj.org/data/people/jose-maria-dos-santos/,Jose Maria dos Santos,Radio Morena,"May 1, 1993",Angola,Killed,Murder,
https://cpj.org/data/people/jose-moises-sanchez-cerezo/,José Moisés Sánchez Cerezo,La Unión,"January 2, 2015",Mexico,Killed,Murder,
https://cpj.org/data/people/jose-roberto-ornelas-de-lemos/,José Roberto Ornelas de Lemos,Jornal Hora H,"June 11, 2013",Brazil,Killed,Murder,
https://cpj.org/data/people/joselito-agustin/,Joselito Agustin,DZJC,"June 15, 2010",Philippines,Killed,Murder,
https://cpj.org/data/people/joseph-hernandez-ochoa/,Joseph Hernández Ochoa,TV Channel 51,"March 1, 2010",Honduras,Killed,Murder,
https://cpj.org/data/people/juan-jun-pala/,"Juan ""Jun"" Pala",DXGO Radio,"September 6, 2003",Philippines,Killed,Murder,
https://cpj.org/data/people/juan-camilo-restrepo-guerra/,Juan Camilo Restrepo Guerra,Radio Galaxia Estéreo,"October 31, 2000",Colombia,Killed,Murder,
https://cpj.org/data/people/juan-carlos-benavides-arevalo/,Juan Carlos Benavides Arévalo,Manantial Estéreo,"August 22, 2003",Colombia,Killed,Crossfire,
https://cpj.org/data/people/juan-carlos-encinas/,Juan Carlos Encinas,Freelancer,"July 29, 2001",Bolivia,Killed,Dangerous Assignment,
https://cpj.org/data/people/juan-carlos-vasquez/,Juan Carlos Vásquez,Ultima Hora,"July 2, 1995",Dominican Republic,Killed,Murder,
https://cpj.org/data/people/juan-emilio-andujar-matos/,Juan Emilio Andújar Matos,Radio Azua and Listín Diario,"September 14, 2004",Dominican Republic,Killed,Murder,
https://cpj.org/data/people/juan-javier-ortega-reyes/,Juan Javier Ortega Reyes,El Comercio,April 10-April 12 2018,Colombia,Killed,Murder,
https://cpj.org/data/people/julio-anguita-parrado/,Julio Anguita Parrado,El Mundo,"April 7, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/julio-augusto-garcia-romero/,Julio Augusto García Romero,La Bocina and Punto de Vista,"April 19, 2005",Ecuador,Killed,Dangerous Assignment,
https://cpj.org/data/people/julio-cesar-da-rosa/,Julio César Da Rosa,Radio del Centro,"February 24, 2000",Uruguay,Killed,Murder,
https://cpj.org/data/people/julio-fuentes/,Julio Fuentes,El Mundo,"November 19, 2001",Afghanistan,Killed,Murder,
https://cpj.org/data/people/julio-hernando-palacios-sanchez/,Julio Hernando Palacios Sánchez,Radio Lemas,"January 11, 2005",Colombia,Killed,Murder,
https://cpj.org/data/people/julio-valdivia/,Julio Valdivia,El Mundo,"September 9, 2020",Mexico,Killed,Murder,
https://cpj.org/data/people/jyotirmoy-dey/,Jyotirmoy Dey,Midday,"June 11, 2011",India,Killed,Murder,
https://cpj.org/data/people/kamal-hossain/,Kamal Hossain,Ajker Kagoj,"August 22, 2004",Bangladesh,Killed,Murder,
https://cpj.org/data/people/kamal-manahi-anbar/,Kamal Manahi Anbar,freelance,"March 26, 2006",Iraq,Killed,Crossfire,
https://cpj.org/data/people/kamel-abu-al-walid/,Kamel abu al-Walid,Jarabulus Media Office,"March 19, 2018",Syria,Killed,Crossfire,
https://cpj.org/data/people/karam-hussein/,Karam Hussein,European Pressphoto Agency,"October 14, 2004",Iraq,Killed,Murder,
https://cpj.org/data/people/karam-kabishou/,Karam Kabishou,Sama TV,"December 29, 2017",Syria,Killed,Crossfire,
https://cpj.org/data/people/karen-fischer/,Karen Fischer,freelance,"October 7, 2006",Afghanistan,Killed,Murder,
https://cpj.org/data/people/karim-fakhrawi/,Karim Fakhrawi,Al-Wasat,"April 11 or 12, 2011",Bahrain,Killed,Murder,
https://cpj.org/data/people/karmela-sojanovic/,Karmela Sojanovic,Oslobodjenje,"January 10, 1993",Bosnia,Killed,Murder,
https://cpj.org/data/people/karun-misra/,Karun Misra,Jansandesh Times,"February 13, 2016",India,Killed,Murder,
https://cpj.org/data/people/kaset-puengpak/,Kaset Puengpak,Thai Rath,"May 2, 2001",Thailand,Killed,Murder,
https://cpj.org/data/people/kate-peyton/,Kate Peyton,BBC,"February 9, 2005",Somalia,Killed,Murder,
https://cpj.org/data/people/kaveh-golestan/,Kaveh Golestan,freelance,"April 2, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/kawa-garmyane/,Kawa Garmyane,"Rayel, Awene","December 5, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/kazbek-gekkiyev/,Kazbek Gekkiyev,VGTRK,"December 5, 2012",Russia,Killed,Murder,
https://cpj.org/data/people/kemal-kilic/,Kemal Kilic,Ozgur Gundem,"February 25, 1993",Turkey,Killed,Murder,
https://cpj.org/data/people/ken-oosterbroek/,Ken Oosterbroek,The Star,"April 18, 1994",South Africa,Killed,Crossfire,
https://cpj.org/data/people/kenji-goto/,Kenji Goto,Freelance,January 2015,Syria,Killed,Murder,
https://cpj.org/data/people/kenji-nagai/,Kenji Nagai,APF News,"September 27, 2007",Myanmar,Killed,Dangerous Assignment,
https://cpj.org/data/people/kerem-lawton/,Kerem Lawton,Associated Press Television News,"March 29, 2001",Yugoslavia,Killed,Crossfire,
https://cpj.org/data/people/khadija-dahmani/,Khadija Dahmani,Echourouk al-Arabi,"December 5, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/khaled-abdel-thamer/,Khaled Abdel Thamer,Al-Iraqiya,"March 10, 2014",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/khaled-al-attar/,Khaled al-Attar,Al-Iraqiya,"July 1, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/khaled-al-khateb/,Khaled al-Khateb,RT,"July 30, 2017",Syria,Killed,Crossfire,
https://cpj.org/data/people/khaled-al-washli/,Khaled al-Washli,Al-Masirah TV,"January 4, 2015",Yemen,Killed,Dangerous Assignment,
https://cpj.org/data/people/khaled-al-zintani/,Khaled al-Zintani,Freelance,"June 24, 2016",Libya,Killed,Crossfire,
https://cpj.org/data/people/khaled-eissa/,Khaled Eissa,Freelance,"June 24, 2016",Syria,Killed,Murder,
https://cpj.org/data/people/khaled-fayyad-obaid-al-hamdani/,Khaled Fayyad Obaid al-Hamdani,Nahrain,"April 12, 2007",Iraq,Killed,Crossfire,
https://cpj.org/data/people/khaled-mahmoud-al-falahi/,Khaled Mahmoud al-Falahi,Wasan Productions and Al-Arabiya,"February 23, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/khaled-reyadh-hamad/,Khaled Reyadh Hamad,Continue Production Films,"July 20, 2014",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/khalid-ali-hamada/,Khalid Ali Hamada,Al-Ahad TV,"June 15, 2014",Iraq,Killed,Crossfire,
https://cpj.org/data/people/khalid-w-hassan/,Khalid W. Hassan,The New York Times,"July 13, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/khamail-khalaf/,Khamail Khalaf,Radio Free Iraq,"April 5, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/khem-sambo/,Khem Sambo,Moneaseka Khmer,"July 11, 2008",Cambodia,Killed,Murder,
https://cpj.org/data/people/khushvaht-muborakshoev/,Khushvaht Muborakshoev,Tajikistan State Television,"December, 1992",Tajikistan,Killed,Murder,
https://cpj.org/data/people/khushvakht-haydarsho/,Khushvakht Haydarsho,Jumhuriyat,"May 18, 1994",Tajikistan,Killed,Murder,
https://cpj.org/data/people/kim-wall/,Kim Wall,Freelance,"August 10, 2017",Denmark,Killed,Dangerous Assignment,
https://cpj.org/data/people/kirill-radchenko/,Kirill Radchenko,The Investigations Management Centre (TsUR),"July 30, 2018",Central African Republic,Killed,Dangerous Assignment,
https://cpj.org/data/people/kjasif-smajlovic/,Kjasif Smajlovic,Oslobodjenje,"April 9, 1992",Bosnia,Killed,Murder,
https://cpj.org/data/people/klein-cantoneros/,Klein Cantoneros,DXAA-FM,"May 4, 2005",Philippines,Killed,Murder,
https://cpj.org/data/people/kotaro-ogawa/,Kotaro Ogawa,freelance,"May 27, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/kruno-marinovic/,Kruno Marinovic,Croatian State Radio,"April 14, 1992",Bosnia,Killed,Murder,
https://cpj.org/data/people/kurt-schork/,Kurt Schork,Reuters,"May 24, 2000",Sierra Leone,Killed,Crossfire,
https://cpj.org/data/people/kutlu-adali/,Kutlu Adali,Yeni Düzen,"July 6, 1996",Cyprus,Killed,Murder,
https://cpj.org/data/people/lahcene-bensaadallah/,Lahcene Bensaadallah,El-Irshad,"October 12, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/laith-al-dulaimi/,Laith al-Dulaimi,Al-Nahrain,"May 8, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/lanka-jayasundara/,Lanka Jayasundara,Wijeya Publications,"December 11, 2004",Sri Lanka,Killed,Dangerous Assignment,
https://cpj.org/data/people/larisa-yudina/,Larisa Yudina,Sovietskaya Kalmykia Segodnya,"June 8, 1998",Russia,Killed,Murder,
https://cpj.org/data/people/larry-que/,Larry Que,Catanduanes News Now,"December 20, 2016",Philippines,Killed,Murder,
https://cpj.org/data/people/lasantha-wickramatunga/,Lasantha Wickramatunga,The Sunday Leader,"January 8, 2009",Sri Lanka,Killed,Murder,
https://cpj.org/data/people/lawrence-fahmy-al-naimi/,Lawrence Fahmy al-Naimi,Shaam News Network,"May 27, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/layal-najib/,Layal Najib,freelance,"July 23, 2006",Lebanon,Killed,Crossfire,
https://cpj.org/data/people/lea-dalmacio/,Lea Dalmacio,Socsargen News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/leiron-kogoya/,Leiron Kogoya,Papua Pos Nabire and Pasifik Pos Dail,"April 8, 2012",Indonesia,Killed,Dangerous Assignment,
https://cpj.org/data/people/leobardo-vazquez-atzin/,Leobardo Vázquez Atzin,Enlace Informativo Regional,"March 21, 2018",Mexico,Killed,Murder,
https://cpj.org/data/people/leonardo-gabriel-hernandez/,Leonardo Gabriel Hernández,Valle TV,"March 17, 2019",Honduras,Killed,Murder,
https://cpj.org/data/people/leslie-ann-pamela-montenegro-del-real/,Leslie Ann Pamela Montenegro del Real,El Sillón,"February 5, 2018",Mexico,Killed,Murder,
https://cpj.org/data/people/leyla-yildizhan-deniz-firat/,Leyla Yildizhan (Deniz Firat),Firat News Agency,"August 8, 2014",Iraq,Killed,Crossfire,
https://cpj.org/data/people/liban-abdullahi-farah/,Liban Abdullahi Farah,Kalsan TV,"July 7, 2013",Somalia,Killed,Murder,
https://cpj.org/data/people/liban-ali-nur/,Liban Ali Nur,Somali National TV,"September 20, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/lindo-lupogan/,Lindo Lupogan,Mindanao Daily Gazette,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/lissy-schmidt/,Lissy Schmidt,"Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel","April 3, 1994",Iraq,Killed,Murder,
https://cpj.org/data/people/loay-al-nimir/,Loay al-Nimir,Freelance,"January 31, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/lokman-slim/,Lokman Slim,Freelance,"February 3 or 4, 2021",Lebanon,Killed,Murder,
https://cpj.org/data/people/louay-sadiq-meshaal/,Louay Sadiq Meshaal,Al-Nujaba TV,"October 1, 2017",Iraq,Killed,Crossfire,
https://cpj.org/data/people/lourenco-veras/,Lourenço Veras,Porã News,"February 12, 2020",Paraguay,Killed,Murder,
https://cpj.org/data/people/lucas-mebrouk-dolega/,Lucas Mebrouk Dolega,European Pressphoto Agency,"January 17, 2011",Tunisia,Killed,Dangerous Assignment,
https://cpj.org/data/people/luciano-leitao-pedrosa/,Luciano Leitão Pedrosa,TV Vitória and Radio Metropolitana FM,"April 9, 2011",Brazil,Killed,Murder,
https://cpj.org/data/people/luis-alonzo-almendares/,Luis Alonzo Almendares,Freelance,"September 27, 2020",Honduras,Killed,Murder,
https://cpj.org/data/people/luis-antonio-peralta-cuellar/,Luis Antonio Peralta Cuéllar,Linda Stereo,"February 14, 2015",Colombia,Killed,Murder,
https://cpj.org/data/people/luis-carlos-santiago/,Luis Carlos Santiago,El Diario,"September 16, 2010",Mexico,Killed,Murder,
https://cpj.org/data/people/luis-eduardo-alfonso-parada/,Luis Eduardo Alfonso Parada,Radio Meridiano-70,"March 18, 2003",Colombia,Killed,Murder,
https://cpj.org/data/people/luis-emanuel-ruiz-carrillo/,Luis Emanuel Ruiz Carrillo,La Prensa,"March 25, 2011",Mexico,Killed,Murder,
https://cpj.org/data/people/luis-gustavo-da-silva/,Luís Gustavo da Silva,Freelance,"June 14, 2017",Brazil,Killed,Murder,
https://cpj.org/data/people/luis-mario-garcia-rodriguez/,Luis Mario García Rodríguez,La Tarde,"February 12, 1998",Mexico,Killed,Murder,
https://cpj.org/data/people/luiz-antonio-da-costa/,Luiz Antônio da Costa,Época,"July 23, 2003",Brazil,Killed,Murder,
https://cpj.org/data/people/luiz-carlos-barbon-filho/,Luiz Carlos Barbon Filho,"Jornal do Porto, JC Regional, and Rádio Porto FM","May 5, 2007",Brazil,Killed,Murder,
https://cpj.org/data/people/luke-somers/,Luke Somers,Freelance,"December 6, 2014",Yemen,Killed,Murder,
https://cpj.org/data/people/luma-al-karkhi/,Luma al-Karkhi,Al-Dustour,"November 15, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/lyra-mckee/,Lyra McKee,Freelance,"April 18, 2019",UK,Killed,Dangerous Assignment,
https://cpj.org/data/people/lukasz-masiak/,Łukasz Masiak,Nasza Mława,"June 14, 2015",Poland,Killed,Murder,
https://cpj.org/data/people/m-l-manchanda/,M. L. Manchanda,All India Radio,"May 18, 1992",India,Killed,Murder,
https://cpj.org/data/people/mabay-kamara/,Mabay Kamara,Freelancer,"January 9, 1999",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/madjid-yacef/,Madjid Yacef,L'Hebdo Libéré,"March 20, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/mafaldo-bezerra-goes/,Mafaldo Bezerra Goes,FM Rio Jaguaribe,"February 22, 2013",Brazil,Killed,Murder,
https://cpj.org/data/people/magomed-yevloyev/,Magomed Yevloyev,Ingushetiya,"August 31, 2008",Russia,Killed,Murder,
https://cpj.org/data/people/magomedzagid-varisov/,Magomedzagid Varisov,Novoye Delo,"June 28, 2005",Russia,Killed,Murder,
https://cpj.org/data/people/maha-ibrahim/,Maha Ibrahim,Baghdad TV,"June 25, 2005",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mahad-ahmed-elmi/,Mahad Ahmed Elmi,Capital Voice,"August 11, 2007",Somalia,Killed,Murder,
https://cpj.org/data/people/mahad-ali-mohamed/,Mahad Ali Mohamed,Codka Mudug Radio,"November 6, 2016",Somalia,Killed,Crossfire,
https://cpj.org/data/people/mahad-salad-adan/,Mahad Salad Adan,Shabelle Media Network,"April 5, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/maharram-durrani/,Maharram Durrani,"Radio Azadi,Radio Free Europe/Radio Liberty","April 30, 2018",Afghanistan,Killed,Murder,
https://cpj.org/data/people/maharram-ibrahimov/,Maharram Ibrahimov,AzerTag,"June 4, 2021",Azerbaijan,Killed,Crossfire,
https://cpj.org/data/people/maheshwar-pahari/,Maheshwar Pahari,Rastriya Swabhiman,"October 4, 2005",Nepal,Killed,Dangerous Assignment,
https://cpj.org/data/people/mahmoud-al-kumi/,Mahmoud al-Kumi,Al-Aqsa,"November 20, 2012",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/mahmoud-hamid-abbas/,Mahmoud Hamid Abbas,Zweites Deutsches Fernsehen,"August 15, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mahmoud-natouf/,Mahmoud Natouf,"Sana al-Thawra, Moadamyat Al-Sham Media Center","March 14, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mahmoud-saremi/,Mahmoud Saremi,Iranian News Agency (IRNA),"August 8, 1998",Afghanistan,Killed,Murder,
https://cpj.org/data/people/mahmoud-zaal/,Mahmoud Za'al,Baghdad TV,"January 25, 2006",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mahran-al-deeri/,Mahran al-Deeri,Al-Jazeera,"December 10, 2014",Syria,Killed,Crossfire,
https://cpj.org/data/people/majeed-mohammed/,Majeed Mohammed,Kirkuk al-Yawm and Hawal,"July 16, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/majid-dirani/,Majid Dirani,Freelance,"February 19, 2016",Syria,Killed,Crossfire,
https://cpj.org/data/people/maks-levin/,Maks Levin,,"March 13-April 1, 2022",Ukraine,Killed,Crossfire,
https://cpj.org/data/people/maksim-maksimov/,Maksim Maksimov,Gorod,"November 30, 2006",Russia,Killed,Murder,
https://cpj.org/data/people/malalai-maiwand/,Malalai Maiwand,Enikass Radio and TV,"December 10, 2020",Afghanistan,Killed,Murder,
https://cpj.org/data/people/malik-arif/,Malik Arif,Samaa TV,"April 16, 2010",Pakistan,Killed,Crossfire,
https://cpj.org/data/people/malika-sabour/,Malika Sabour,Echourouk al-Arabi,"May 21, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/manik-saha/,Manik Saha,New Age,"January 15, 2004",Bangladesh,Killed,Murder,
https://cpj.org/data/people/manish-kumar-singh/,Manish Kumar Singh,Sudarshan TV,"August 8 - 10, 2021",India,Killed,Murder,
https://cpj.org/data/people/manoel-leal-de-oliveira/,Manoel Leal de Oliveira,A Regiao,"January 14, 1998",Brazil,Killed,Murder,
https://cpj.org/data/people/mantas-kvedaravicius/,Mantas Kvedaravičius,,"Late March-April 2, 2022",Ukraine,Killed,Crossfire,
https://cpj.org/data/people/manuel-de-dios-unanue/,Manuel de Dios Unanue,El Diario/La Prensa,"March 11, 1992",USA,Killed,Murder,
https://cpj.org/data/people/manuel-martinez-espinoza/,Manuel Martínez Espinoza,Radio Super,"September 28, 1993",Colombia,Killed,Murder,
https://cpj.org/data/people/marc-brunereau/,Marc Brunereau,freelance,"September 5, 2001",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/marcellin-kayiranga/,Marcellin Kayiranga,Kanguka,"April 22, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/marcello-palmisano/,Marcello Palmisano,RAI,"February 9, 1995",Somalia,Killed,Murder,
